,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
6358,15730418,0,2,0,2,0,0,652,France,Female,32,54628,Working class,Short term cust,Fair earner,Very low balance,High score
6359,15739972,152367,3,0,9,0,1,650,Germany,Female,45,150835,Working class,Long term cust,High earner,Fair balance,High score
6360,15661591,130969,2,1,1,1,0,413,Germany,Male,39,158891,Working class,Short term cust,High earner,low balance,low score
6361,15675585,97738,2,1,0,1,0,416,Germany,Female,25,160523,Student,Short term cust,High earner,low balance,low score
6362,15814750,0,2,1,8,1,0,629,Spain,Male,34,180595,Working class,Long term cust,High earner,Very low balance,Good score
6363,15593454,113794,1,0,4,0,0,678,Spain,Female,40,16618,Working class,Short term cust,low earner,low balance,High score
6364,15663421,128396,2,0,6,0,0,527,Spain,Male,28,79919,Student,Long term cust,Fair earner,low balance,Good score
6365,15576196,118207,2,0,5,0,1,743,Spain,Female,48,186489,Working class,Short term cust,High earner,low balance,High score
6366,15677324,124730,1,1,9,1,0,683,Germany,Male,73,51999,Retired,Long term cust,Fair earner,low balance,High score
6367,15568742,0,1,0,9,0,0,536,France,Female,41,121299,Working class,Long term cust,High earner,Very low balance,Good score
6368,15693764,136298,1,0,0,0,1,663,Spain,Male,52,144593,Working class,Short term cust,High earner,low balance,High score
6369,15714260,0,2,0,2,0,0,646,France,Female,38,178752,Working class,Short term cust,High earner,Very low balance,Good score
6370,15798200,0,3,1,2,1,0,707,France,Male,35,94148,Working class,Short term cust,Fair earner,Very low balance,High score
6371,15656627,0,2,1,5,1,0,602,France,Male,34,77414,Working class,Short term cust,Fair earner,Very low balance,Good score
6372,15791111,125724,2,0,2,0,0,635,France,Female,47,63236,Working class,Short term cust,Fair earner,low balance,Good score
6373,15638269,0,2,1,2,1,0,597,France,Male,67,108645,Retired,Short term cust,High earner,Very low balance,Good score
6374,15807473,0,2,1,1,1,0,503,France,Male,38,95153,Working class,Short term cust,Fair earner,Very low balance,Good score
6375,15708534,0,1,0,5,0,1,524,Spain,Female,64,136079,Working class,Short term cust,High earner,Very low balance,Good score
6376,15640686,95872,1,0,5,0,1,700,France,Male,46,98273,Working class,Short term cust,Fair earner,low balance,High score
6377,15588904,0,1,0,9,0,1,692,France,Male,33,113505,Working class,Long term cust,High earner,Very low balance,High score
6378,15768763,0,1,1,2,1,1,562,France,Male,37,52525,Working class,Short term cust,Fair earner,Very low balance,Good score
6379,15770543,74260,1,0,7,0,0,679,France,Male,37,194617,Working class,Long term cust,High earner,low balance,High score
6380,15642162,123407,1,0,1,0,1,603,Germany,Male,35,152541,Working class,Short term cust,High earner,low balance,Good score
6381,15714046,123783,2,1,3,1,0,720,Spain,Male,33,142903,Working class,Short term cust,High earner,low balance,High score
6382,15575060,0,2,0,5,0,0,797,France,Male,24,182257,Student,Short term cust,High earner,Very low balance,High score
6383,15812040,153880,1,0,6,0,0,594,France,Male,36,135431,Working class,Long term cust,High earner,Fair balance,Good score
6384,15812073,0,2,1,7,1,0,529,France,Female,31,175697,Working class,Long term cust,High earner,Very low balance,Good score
6385,15706810,106301,2,1,1,1,0,606,Germany,Female,32,59061,Working class,Short term cust,Fair earner,low balance,Good score
6386,15584090,0,2,1,7,1,1,621,Spain,Female,40,131283,Working class,Long term cust,High earner,Very low balance,Good score
6387,15810807,0,2,0,9,0,0,513,France,Female,43,152499,Working class,Long term cust,High earner,Very low balance,Good score
6388,15582033,138076,1,0,3,0,1,753,Germany,Male,44,15523,Working class,Short term cust,low earner,low balance,High score
6389,15687607,135422,1,1,9,1,0,605,France,Female,30,186418,Working class,Long term cust,High earner,low balance,Good score
6390,15588406,0,2,0,7,0,0,574,Spain,Female,37,32262,Working class,Long term cust,low earner,Very low balance,Good score
6391,15784099,126875,1,0,5,0,0,726,France,Female,38,128052,Working class,Short term cust,High earner,low balance,High score
6392,15701352,96381,2,0,3,0,0,611,Spain,Female,28,181419,Student,Short term cust,High earner,low balance,Good score
6393,15789371,119703,2,1,4,1,0,593,Germany,Female,41,109783,Working class,Short term cust,High earner,low balance,Good score
6394,15602845,152102,2,0,2,0,0,466,Germany,Male,41,181879,Working class,Short term cust,High earner,Fair balance,Good score
6395,15707918,127675,2,0,0,0,0,741,Germany,Female,36,74260,Working class,Short term cust,Fair earner,low balance,High score
6396,15602812,133776,2,1,2,1,0,684,Germany,Female,44,49865,Working class,Short term cust,low earner,low balance,High score
6397,15675888,72788,1,1,9,1,0,550,Spain,Female,33,103608,Working class,Long term cust,High earner,low balance,Good score
6398,15591822,76226,1,0,9,0,0,593,Spain,Male,26,167564,Student,Long term cust,High earner,low balance,Good score
6399,15738501,163630,1,1,9,1,1,601,Germany,Male,48,41816,Working class,Long term cust,low earner,Fair balance,Good score
6400,15585907,0,2,0,5,0,0,676,Spain,Female,30,179066,Working class,Short term cust,High earner,Very low balance,High score
6401,15579040,0,2,0,10,0,0,556,France,Female,46,109184,Working class,Long term cust,High earner,Very low balance,Good score
6402,15804211,155423,1,1,3,1,0,719,France,Male,36,199841,Working class,Short term cust,High earner,Fair balance,High score
6403,15736126,98710,1,1,0,1,1,850,Germany,Male,55,83617,Working class,Short term cust,Fair earner,low balance,High score
6404,15745399,0,1,0,2,0,1,649,Spain,Female,49,84863,Working class,Short term cust,Fair earner,Very low balance,Good score
6405,15760749,126683,1,1,7,1,0,509,Spain,Male,41,114775,Working class,Long term cust,High earner,low balance,Good score
6406,15637118,140700,1,0,4,0,0,684,France,Male,33,103557,Working class,Short term cust,High earner,low balance,High score
6407,15657829,168078,1,0,8,0,1,806,Germany,Male,30,85028,Working class,Long term cust,Fair earner,Fair balance,High score
6408,15738497,107726,2,0,4,0,0,729,Spain,Male,44,153064,Working class,Short term cust,High earner,low balance,High score
6409,15690695,0,2,1,9,1,0,683,France,Female,33,38784,Working class,Long term cust,low earner,Very low balance,High score
6410,15762351,0,2,1,1,1,0,689,Spain,Female,63,186526,Working class,Short term cust,High earner,Very low balance,High score
6411,15791172,35741,1,0,1,0,0,672,Germany,Female,21,28789,Student,Short term cust,low earner,Very low balance,High score
6412,15598982,98268,1,1,5,1,1,602,Germany,Female,53,45038,Working class,Short term cust,low earner,low balance,Good score
6413,15734765,133800,1,1,4,1,0,739,France,Female,20,150245,Student,Short term cust,High earner,low balance,High score
6414,15642912,125682,1,0,2,0,0,618,France,Female,21,57762,Student,Short term cust,Fair earner,low balance,Good score
6415,15769516,0,2,0,9,0,0,674,France,Female,42,4292,Working class,Long term cust,low earner,Very low balance,High score
6416,15789379,130428,1,0,6,0,0,762,France,Male,26,173365,Student,Long term cust,High earner,low balance,High score
6417,15695103,0,2,1,6,1,0,790,Spain,Male,37,119484,Working class,Long term cust,High earner,Very low balance,High score
6418,15801924,0,2,0,8,0,0,754,Spain,Female,27,121821,Student,Long term cust,High earner,Very low balance,High score
6419,15767804,0,2,0,6,0,0,729,France,Male,44,151733,Working class,Long term cust,High earner,Very low balance,High score
6420,15718039,137138,2,1,0,1,0,606,Germany,Female,47,53784,Working class,Short term cust,Fair earner,low balance,Good score
6421,15579994,73112,1,1,8,1,0,616,France,Male,23,62733,Student,Long term cust,Fair earner,low balance,Good score
6422,15595037,152347,1,1,9,1,0,772,France,Male,47,17671,Working class,Long term cust,low earner,Fair balance,High score
6423,15600720,115144,1,0,8,0,0,652,Spain,Male,41,188905,Working class,Long term cust,High earner,low balance,High score
6424,15782608,0,2,0,5,0,1,743,France,Male,43,113079,Working class,Short term cust,High earner,Very low balance,High score
6425,15566894,137817,1,0,3,0,0,793,France,Male,39,83997,Working class,Short term cust,Fair earner,low balance,High score
6426,15749123,157332,1,0,7,0,0,743,Spain,Male,45,125424,Working class,Long term cust,High earner,Fair balance,High score
6427,15668943,0,2,0,2,0,0,746,France,Male,37,143194,Working class,Short term cust,High earner,Very low balance,High score
6428,15577423,124586,1,0,5,0,1,627,Germany,Female,39,93132,Working class,Short term cust,Fair earner,low balance,Good score
6429,15623102,116980,2,1,6,1,0,713,Spain,Male,38,76038,Working class,Long term cust,Fair earner,low balance,High score
6430,15728012,128398,1,0,3,0,0,678,Spain,Female,40,168658,Working class,Short term cust,High earner,low balance,High score
6431,15683363,0,1,1,1,1,0,540,Spain,Male,39,108419,Working class,Short term cust,High earner,Very low balance,Good score
6432,15699335,137657,2,1,3,1,0,615,Germany,Female,33,171657,Working class,Short term cust,High earner,low balance,Good score
6433,15574369,167259,1,1,5,1,0,415,Spain,Male,53,22357,Working class,Short term cust,low earner,Fair balance,low score
6434,15703167,0,2,0,8,0,0,628,France,Female,45,193903,Working class,Long term cust,High earner,Very low balance,Good score
6435,15754874,119009,1,0,4,0,0,700,France,Male,26,141926,Student,Short term cust,High earner,low balance,High score
6436,15723216,80002,1,1,2,1,0,623,Germany,Male,33,104079,Working class,Short term cust,High earner,low balance,Good score
6437,15725094,140211,1,1,4,1,0,623,France,Female,37,93832,Working class,Short term cust,Fair earner,low balance,Good score
6438,15647974,118742,2,0,3,0,0,679,France,Female,44,1568,Working class,Short term cust,low earner,low balance,High score
6439,15583371,138207,1,0,1,0,1,632,Spain,Male,37,60778,Working class,Short term cust,Fair earner,low balance,Good score
6440,15772559,148636,1,1,10,1,1,790,France,Female,47,16119,Working class,Long term cust,low earner,low balance,High score
6441,15711251,178827,1,0,1,0,0,514,France,Male,45,60375,Working class,Short term cust,Fair earner,Fair balance,Good score
6442,15719212,83134,1,0,5,0,0,491,France,Male,33,187946,Working class,Short term cust,High earner,low balance,Good score
6443,15764927,121513,1,1,3,1,0,753,France,Male,92,195563,Retired,Short term cust,High earner,low balance,High score
6444,15731412,95900,1,1,6,1,0,693,Germany,Female,37,38196,Working class,Long term cust,low earner,low balance,High score
6445,15719170,112543,1,1,1,1,0,679,France,Female,30,179435,Working class,Short term cust,High earner,low balance,High score
6446,15596011,0,1,1,9,1,0,529,Spain,Male,34,93208,Working class,Long term cust,Fair earner,Very low balance,Good score
6447,15614834,141751,1,1,3,1,0,619,Spain,Female,31,61531,Working class,Short term cust,Fair earner,low balance,Good score
6448,15600510,124140,2,0,6,0,0,680,Spain,Female,37,92826,Working class,Long term cust,Fair earner,low balance,High score
6449,15625706,116546,2,0,2,0,1,693,Germany,Male,45,23140,Working class,Short term cust,low earner,low balance,High score
6450,15781409,0,1,0,6,0,0,834,France,Female,28,74287,Student,Long term cust,Fair earner,Very low balance,High score
6451,15722583,157576,2,1,6,1,0,636,Spain,Female,29,101102,Student,Long term cust,High earner,Fair balance,Good score
6452,15677243,0,2,0,5,0,0,538,Spain,Male,43,126933,Working class,Short term cust,High earner,Very low balance,Good score
6453,15815070,141428,2,0,5,0,0,566,Germany,Female,44,68408,Working class,Short term cust,Fair earner,low balance,Good score
6454,15705899,127510,1,1,0,1,0,597,Spain,Male,35,155356,Working class,Short term cust,High earner,low balance,Good score
6455,15701522,0,2,1,9,1,0,711,France,Female,29,3234,Student,Long term cust,low earner,Very low balance,High score
6456,15755978,0,2,0,10,0,0,606,France,Male,31,195209,Working class,Long term cust,High earner,Very low balance,Good score
6457,15722090,81818,1,1,6,1,0,615,Spain,Male,51,169149,Working class,Long term cust,High earner,low balance,Good score
6458,15783526,100895,1,1,1,1,0,589,France,Male,36,68075,Working class,Short term cust,Fair earner,low balance,Good score
6459,15632125,63832,1,1,5,1,0,606,Germany,Male,45,93707,Working class,Short term cust,Fair earner,low balance,Good score
6460,15688395,0,2,0,4,0,0,582,France,Male,29,156153,Student,Short term cust,High earner,Very low balance,Good score
6461,15666975,116085,1,0,4,0,0,710,France,Female,36,58601,Working class,Short term cust,Fair earner,low balance,High score
6462,15682211,0,2,1,1,1,0,467,France,Male,57,114448,Working class,Short term cust,High earner,Very low balance,Good score
6463,15637411,0,2,1,1,1,0,749,France,Male,30,126551,Working class,Short term cust,High earner,Very low balance,High score
6464,15591512,115761,1,1,2,1,1,564,Germany,Female,33,112350,Working class,Short term cust,High earner,low balance,Good score
6465,15606855,0,2,1,6,1,0,730,Spain,Male,26,185808,Student,Long term cust,High earner,Very low balance,High score
6466,15763683,139626,1,1,4,1,1,678,Germany,Male,32,118235,Working class,Short term cust,High earner,low balance,High score
6467,15641782,0,1,1,7,1,1,540,France,Female,31,183051,Working class,Long term cust,High earner,Very low balance,Good score
6468,15677184,115576,1,1,6,1,0,767,France,Female,35,27922,Working class,Long term cust,low earner,low balance,High score
6469,15775042,0,2,0,4,0,0,615,France,Female,23,196476,Student,Short term cust,High earner,Very low balance,Good score
6470,15616630,77647,1,0,5,0,0,583,Germany,Female,41,190429,Working class,Short term cust,High earner,low balance,Good score
6471,15800233,0,2,0,5,0,0,850,France,Female,40,35034,Working class,Short term cust,low earner,Very low balance,High score
6472,15588419,148962,1,0,10,0,1,651,Germany,Female,34,66389,Working class,Long term cust,Fair earner,low balance,High score
6473,15595557,0,2,0,8,0,0,798,France,Male,22,107615,Student,Long term cust,High earner,Very low balance,High score
6474,15626143,0,2,1,2,1,0,695,France,Male,37,99692,Working class,Short term cust,Fair earner,Very low balance,High score
6475,15566030,80542,1,0,5,0,1,497,Germany,Male,41,88729,Working class,Short term cust,Fair earner,low balance,Good score
6476,15701412,0,2,0,4,0,0,739,France,Male,40,173321,Working class,Short term cust,High earner,Very low balance,High score
6477,15702464,0,2,0,4,0,0,549,France,Female,34,139463,Working class,Short term cust,High earner,Very low balance,Good score
6478,15573348,102050,1,1,9,1,0,850,France,Male,35,3769,Working class,Long term cust,low earner,low balance,High score
6479,15704160,0,1,0,5,0,1,648,Spain,Male,49,149946,Working class,Short term cust,High earner,Very low balance,Good score
6480,15693704,114948,2,1,6,1,0,679,France,Female,24,135768,Student,Long term cust,High earner,low balance,High score
6481,15664752,136000,2,0,8,0,0,606,Germany,Male,39,31708,Working class,Long term cust,low earner,low balance,Good score
6482,15628292,156001,2,1,4,1,0,850,France,Male,32,151677,Working class,Short term cust,High earner,Fair balance,High score
6483,15621195,147974,2,0,3,0,0,619,Germany,Male,41,170518,Working class,Short term cust,High earner,low balance,Good score
6484,15668629,0,2,0,2,0,0,719,Spain,Male,44,196582,Working class,Short term cust,High earner,Very low balance,High score
6485,15635197,90402,1,1,5,1,0,640,Germany,Male,26,3298,Student,Short term cust,low earner,low balance,Good score
6486,15592761,0,2,0,5,0,0,710,France,Male,40,162878,Working class,Short term cust,High earner,Very low balance,High score
6487,15574283,0,2,1,2,1,0,580,France,Male,31,64014,Working class,Short term cust,Fair earner,Very low balance,Good score
6488,15598097,0,2,0,9,0,0,550,France,Male,44,26257,Working class,Long term cust,low earner,Very low balance,Good score
6489,15711352,162701,2,1,3,1,0,841,France,Female,31,126794,Working class,Short term cust,High earner,Fair balance,High score
6490,15620751,0,2,0,2,0,0,760,France,Male,34,164162,Working class,Short term cust,High earner,Very low balance,High score
6491,15656717,0,2,0,6,0,0,687,France,Female,30,179206,Working class,Long term cust,High earner,Very low balance,High score
6492,15643121,82453,2,0,5,0,0,753,Germany,Female,35,18254,Working class,Short term cust,low earner,low balance,High score
6493,15723671,100107,1,0,9,0,0,661,France,Male,35,83949,Working class,Long term cust,Fair earner,low balance,High score
6494,15752846,0,2,1,7,1,0,699,France,Male,28,22684,Student,Long term cust,low earner,Very low balance,High score
6495,15640852,83348,3,0,5,0,1,617,Germany,Female,39,7953,Working class,Short term cust,low earner,low balance,Good score
6496,15789313,96553,2,0,4,0,1,595,Germany,Female,44,143952,Working class,Short term cust,High earner,low balance,Good score
6497,15793688,201009,1,0,9,0,1,669,France,Male,50,158032,Working class,Long term cust,High earner,Fair balance,High score
6498,15770405,125167,1,0,5,0,0,613,France,Female,27,199104,Student,Short term cust,High earner,low balance,Good score
6499,15702561,0,1,1,9,1,0,782,France,Male,32,87566,Working class,Long term cust,Fair earner,Very low balance,High score
6500,15625964,153313,1,0,5,0,0,582,France,Female,43,170563,Working class,Short term cust,High earner,Fair balance,Good score
6501,15761364,0,2,0,9,0,0,679,France,Male,30,157871,Working class,Long term cust,High earner,Very low balance,High score
6502,15590286,125879,1,0,2,0,0,611,France,Female,40,93203,Working class,Short term cust,Fair earner,low balance,Good score
6503,15587978,170057,1,1,6,1,0,455,Germany,Female,37,54398,Working class,Long term cust,Fair earner,Fair balance,Good score
6504,15773242,0,2,1,1,1,0,621,France,Male,32,168779,Working class,Short term cust,High earner,Very low balance,Good score
6505,15761053,131326,1,0,2,0,1,596,Germany,Male,48,1140,Working class,Short term cust,low earner,low balance,Good score
6506,15702095,128472,1,0,1,0,1,585,Spain,Female,56,186476,Working class,Short term cust,High earner,low balance,Good score
6507,15764253,160485,1,0,6,0,0,742,France,Male,32,29023,Working class,Long term cust,low earner,Fair balance,High score
6508,15700801,84445,3,1,6,1,1,850,Germany,Male,42,60021,Working class,Long term cust,Fair earner,low balance,High score
6509,15730590,115409,2,0,1,0,0,738,Germany,Female,40,180456,Working class,Short term cust,High earner,low balance,High score
6510,15643916,62400,1,1,8,1,1,619,Spain,Male,46,132498,Working class,Long term cust,High earner,low balance,Good score
6511,15720636,143054,1,1,4,1,1,628,France,Female,50,109608,Working class,Short term cust,High earner,low balance,Good score
6512,15795429,133628,2,1,7,1,0,487,France,Male,24,98570,Student,Long term cust,Fair earner,low balance,Good score
6513,15609254,107135,2,1,9,1,0,513,Spain,Female,41,160546,Working class,Long term cust,High earner,low balance,Good score
6514,15625141,0,2,0,7,0,0,563,Spain,Male,26,6139,Student,Long term cust,low earner,Very low balance,Good score
6515,15810898,151659,2,1,2,1,0,803,France,Female,65,6930,Retired,Short term cust,low earner,Fair balance,High score
6516,15775797,0,3,1,7,1,0,607,Spain,Female,32,10674,Working class,Long term cust,low earner,Very low balance,Good score
6517,15795246,155903,2,1,9,1,0,628,Germany,Female,51,71159,Working class,Long term cust,Fair earner,Fair balance,Good score
6518,15795275,82940,2,0,4,0,1,521,Spain,Female,49,62413,Working class,Short term cust,Fair earner,low balance,Good score
6519,15571869,112650,1,0,4,0,1,669,Germany,Female,50,166386,Working class,Short term cust,High earner,low balance,High score
6520,15694143,0,1,0,10,0,0,686,France,Female,41,133086,Working class,Long term cust,High earner,Very low balance,High score
6521,15748231,95853,2,0,4,0,0,700,Germany,Male,35,192933,Working class,Short term cust,High earner,low balance,High score
6522,15632185,82228,2,0,1,0,0,663,France,Female,42,71359,Working class,Short term cust,Fair earner,low balance,High score
6523,15806249,0,2,1,4,1,0,671,Spain,Female,31,79270,Working class,Short term cust,Fair earner,Very low balance,High score
6524,15743293,163700,3,1,1,1,1,651,Germany,Female,35,29583,Working class,Short term cust,low earner,Fair balance,High score
6525,15598157,106328,1,0,4,0,0,728,France,Male,34,88680,Working class,Short term cust,Fair earner,low balance,High score
6526,15700946,152992,1,1,7,1,0,574,France,Female,34,134691,Working class,Long term cust,High earner,Fair balance,Good score
6527,15722692,116439,1,0,3,0,0,464,France,Male,38,75574,Working class,Short term cust,Fair earner,low balance,Good score
6528,15696506,101352,1,0,9,0,0,604,Spain,Male,27,30252,Student,Long term cust,low earner,low balance,Good score
6529,15728823,0,2,0,10,0,0,836,Spain,Female,37,111324,Working class,Long term cust,High earner,Very low balance,High score
6530,15808851,105609,1,1,9,1,0,511,Germany,Female,75,105425,Retired,Long term cust,High earner,low balance,Good score
6531,15675231,0,2,1,8,1,0,518,France,Female,45,36193,Working class,Long term cust,low earner,Very low balance,Good score
6532,15732299,0,3,1,4,1,0,756,France,Male,67,93081,Retired,Short term cust,Fair earner,Very low balance,High score
6533,15706269,103894,2,1,8,1,0,489,France,Female,47,107625,Working class,Long term cust,High earner,low balance,Good score
6534,15590078,139834,1,1,9,1,0,622,Spain,Male,27,152733,Student,Long term cust,High earner,low balance,Good score
6535,15776985,112518,2,1,6,1,0,652,France,Female,36,110421,Working class,Long term cust,High earner,low balance,High score
6536,15756743,115895,1,0,7,0,0,625,France,Female,37,48486,Working class,Long term cust,low earner,low balance,Good score
6537,15782364,146408,1,0,3,0,0,521,Spain,Female,39,72993,Working class,Short term cust,Fair earner,low balance,Good score
6538,15604093,165363,2,1,4,1,1,546,France,Male,34,25744,Working class,Short term cust,low earner,Fair balance,Good score
6539,15749328,0,2,0,1,0,1,697,France,Female,45,46807,Working class,Short term cust,low earner,Very low balance,High score
6540,15656322,71843,1,0,3,0,0,571,Germany,Male,33,26772,Working class,Short term cust,low earner,low balance,Good score
6541,15685564,105492,1,1,5,1,0,748,Spain,Male,35,150057,Working class,Short term cust,High earner,low balance,High score
6542,15785831,183027,1,1,7,1,0,591,France,Male,35,56028,Working class,Long term cust,Fair earner,Fair balance,Good score
6543,15796218,131968,2,1,1,1,0,814,Germany,Male,29,147693,Student,Short term cust,High earner,low balance,High score
6544,15716218,104118,1,1,3,1,0,709,France,Female,45,174032,Working class,Short term cust,High earner,low balance,High score
6545,15572735,0,2,1,2,1,0,433,Spain,Male,27,153698,Student,Short term cust,High earner,Very low balance,low score
6546,15633840,125023,2,1,0,1,0,781,France,Male,20,108301,Student,Short term cust,High earner,low balance,High score
6547,15608760,74323,1,1,4,1,0,656,France,Female,30,22929,Working class,Short term cust,low earner,low balance,High score
6548,15627848,109346,2,0,7,0,0,683,France,Male,38,102665,Working class,Long term cust,High earner,low balance,High score
6549,15792029,0,2,0,6,0,0,620,France,Male,32,56139,Working class,Long term cust,Fair earner,Very low balance,Good score
6550,15617331,109698,1,1,3,1,1,637,Germany,Female,39,88391,Working class,Short term cust,Fair earner,low balance,Good score
6551,15651740,0,2,1,5,1,0,525,Spain,Female,30,149195,Working class,Short term cust,High earner,Very low balance,Good score
6552,15636407,127758,1,0,5,0,0,793,Germany,Female,34,143357,Working class,Short term cust,High earner,low balance,High score
6553,15607526,102645,1,0,1,0,1,638,Germany,Male,50,168359,Working class,Short term cust,High earner,low balance,Good score
6554,15632576,93249,1,0,4,0,0,520,France,Male,31,77335,Working class,Short term cust,Fair earner,low balance,Good score
6555,15581505,0,2,0,5,0,0,641,France,Male,35,93148,Working class,Short term cust,Fair earner,Very low balance,Good score
6556,15612207,87779,1,1,1,1,1,840,Germany,Female,51,36687,Working class,Short term cust,low earner,low balance,High score
6557,15707242,0,2,0,5,0,0,504,Spain,Male,40,146703,Working class,Short term cust,High earner,Very low balance,Good score
6558,15721937,138131,1,1,0,1,0,686,France,Male,38,115927,Working class,Short term cust,High earner,low balance,High score
6559,15773852,70362,2,1,4,1,0,533,Germany,Male,38,104189,Working class,Short term cust,High earner,low balance,Good score
6560,15719778,0,2,0,1,0,0,577,France,Female,32,9902,Working class,Short term cust,low earner,Very low balance,Good score
6561,15650538,168286,1,0,7,0,1,445,Germany,Female,48,16645,Working class,Long term cust,low earner,Fair balance,low score
6562,15797475,86102,1,0,3,0,1,720,France,Male,44,180134,Working class,Short term cust,High earner,low balance,High score
6563,15780359,115142,1,1,4,1,0,643,Germany,Male,25,148098,Student,Short term cust,High earner,low balance,Good score
6564,15737104,126597,2,1,0,1,1,652,Germany,Female,47,38798,Working class,Short term cust,low earner,low balance,High score
6565,15789936,0,2,0,2,0,0,663,France,Female,33,153295,Working class,Short term cust,High earner,Very low balance,High score
6566,15709523,157989,2,1,0,1,0,525,Germany,Female,30,100687,Working class,Short term cust,High earner,Fair balance,Good score
6567,15593425,187997,1,0,1,0,1,662,Spain,Female,54,111442,Working class,Short term cust,High earner,Fair balance,High score
6568,15776725,172192,1,1,8,1,0,724,Germany,Male,54,136902,Working class,Long term cust,High earner,Fair balance,High score
6569,15604706,133105,1,0,1,0,1,581,Germany,Male,38,105732,Working class,Short term cust,High earner,low balance,Good score
6570,15790958,0,2,1,4,1,0,685,Spain,Male,38,35884,Working class,Short term cust,low earner,Very low balance,High score
6571,15747534,0,1,0,10,0,1,595,France,Male,46,73489,Working class,Long term cust,Fair earner,Very low balance,Good score
6572,15574237,0,2,1,8,1,0,588,France,Female,21,110114,Student,Long term cust,High earner,Very low balance,Good score
6573,15690332,192407,1,1,3,1,0,647,Germany,Male,35,40145,Working class,Short term cust,low earner,Fair balance,Good score
6574,15661290,107199,1,0,9,0,0,785,Germany,Female,38,146398,Working class,Long term cust,High earner,low balance,High score
6575,15651883,115796,1,0,6,0,1,794,Germany,Female,55,160526,Working class,Long term cust,High earner,low balance,High score
6576,15808905,164858,1,1,5,1,0,823,France,Male,37,173516,Working class,Short term cust,High earner,Fair balance,High score
6577,15715532,117633,1,1,4,1,0,687,Germany,Male,38,88396,Working class,Short term cust,Fair earner,low balance,High score
6578,15786078,0,2,0,9,0,0,850,France,Female,28,185821,Student,Long term cust,High earner,Very low balance,High score
6579,15652401,0,2,0,7,0,0,496,France,Female,36,108098,Working class,Long term cust,High earner,Very low balance,Good score
6580,15673074,126663,1,1,6,1,0,527,Germany,Female,30,162267,Working class,Long term cust,High earner,low balance,Good score
6581,15598744,140273,1,1,6,1,1,576,Germany,Female,71,193135,Retired,Long term cust,High earner,low balance,Good score
6582,15785975,0,2,1,7,1,0,525,Spain,Female,60,168034,Working class,Long term cust,High earner,Very low balance,Good score
6583,15613180,153344,1,1,8,1,0,727,Germany,Male,21,163295,Student,Long term cust,High earner,Fair balance,High score
6584,15584229,123943,1,1,9,1,0,671,Germany,Female,23,159553,Student,Long term cust,High earner,low balance,High score
6585,15773804,0,1,0,5,0,0,625,France,Male,39,99800,Working class,Short term cust,Fair earner,Very low balance,Good score
6586,15699515,98630,2,1,7,1,0,643,Germany,Male,33,40250,Working class,Long term cust,low earner,low balance,Good score
6587,15705313,58036,1,1,2,1,0,707,France,Female,33,83335,Working class,Short term cust,Fair earner,low balance,High score
6588,15693817,0,2,0,5,0,0,539,Spain,Male,28,48382,Student,Short term cust,low earner,Very low balance,Good score
6589,15673790,109200,2,1,7,1,0,498,Germany,Male,45,165990,Working class,Long term cust,High earner,low balance,Good score
6590,15674868,0,2,1,0,1,0,696,Spain,Female,30,9002,Working class,Short term cust,low earner,Very low balance,High score
6591,15692110,0,1,0,7,0,0,758,France,Female,33,188156,Working class,Long term cust,High earner,Very low balance,High score
6592,15645904,0,2,1,6,1,0,685,France,Female,33,186785,Working class,Long term cust,High earner,Very low balance,High score
6593,15581332,83173,2,1,1,1,0,655,Germany,Female,30,184259,Working class,Short term cust,High earner,low balance,High score
6594,15808544,0,1,0,3,0,1,747,France,Female,40,57817,Working class,Short term cust,Fair earner,Very low balance,High score
6595,15734948,0,2,0,7,0,0,601,Spain,Male,24,144660,Student,Long term cust,High earner,Very low balance,Good score
6596,15654531,82559,2,0,5,0,1,477,France,Male,22,163112,Student,Short term cust,High earner,low balance,Good score
6597,15637774,73494,1,0,5,0,0,558,France,Male,32,136301,Working class,Short term cust,High earner,low balance,Good score
6598,15677141,132450,1,1,2,1,0,586,Spain,Male,29,36176,Student,Short term cust,low earner,low balance,Good score
6599,15739578,128663,1,0,6,0,1,850,France,Male,49,65769,Working class,Long term cust,Fair earner,low balance,High score
6600,15697360,79951,1,1,2,1,1,505,France,Female,36,174123,Working class,Short term cust,High earner,low balance,Good score
6601,15655213,132508,1,1,8,1,1,591,Germany,Female,51,161304,Working class,Long term cust,High earner,low balance,Good score
6602,15580872,120530,2,0,1,0,0,761,Germany,Female,38,109394,Working class,Short term cust,High earner,low balance,High score
6603,15683213,74988,2,1,10,1,0,554,France,Female,35,190155,Working class,Long term cust,High earner,low balance,Good score
6604,15801188,94722,1,1,6,1,0,774,France,Female,47,61450,Working class,Long term cust,Fair earner,low balance,High score
6605,15645029,0,2,0,5,0,0,771,Spain,Female,33,8673,Working class,Short term cust,low earner,Very low balance,High score
6606,15633181,71269,2,1,6,1,0,792,France,Male,31,125912,Working class,Long term cust,High earner,low balance,High score
6607,15598259,98612,1,0,9,0,0,673,Germany,Female,41,151349,Working class,Long term cust,High earner,low balance,High score
